Date	DS0	Run
2011-05-31 09:39:03	7.4938	1306827543
2011-05-31 10:09:26	7.5333	1306829366
2011-05-31 10:40:20	7.2542	1306831220
2011-05-31 11:10:43	7.5645	1306833043
2011-05-31 11:41:35	7.6292	1306834895
2011-05-31 12:11:58	7.3208	1306836718
2011-05-31 12:42:51	7.6625	1306838571
2011-05-31 13:13:15	7.7188	1306840395
2011-05-31 13:44:08	7.4208	1306842248
2011-05-31 14:14:31	7.7691	1306844071
2011-05-31 15:15:46	7.4637	1306847746
2011-05-31 15:46:38	7.8229	1306849598
2011-05-31 16:17:01	7.8125	1306851421
2011-05-31 16:32:24	7.6708	1306852344
2011-05-31 17:02:48	7.6312	1306854168
2011-05-31 17:33:40	7.8208	1306856020
2011-05-31 18:04:04	7.6935	1306857844
2011-05-31 18:34:55	7.6703	1306859695
2011-05-31 19:05:19	7.875	1306861519
2011-05-31 19:36:12	7.7646	1306863372
2011-05-31 20:06:35	7.7646	1306865195
2011-05-31 20:37:27	7.9625	1306867047
2011-05-31 21:07:50	7.8354	1306868870
2011-05-31 21:38:41	7.825	1306870721
2011-05-31 22:09:04	8.006	1306872544
2011-05-31 22:39:57	7.825	1306874397
2011-05-31 23:10:21	7.8729	1306876221
2011-05-31 23:41:13	8.0271	1306878073
2011-06-01 00:11:36	7.856	1306879896
2011-06-01 01:07:04	8.0521	1306883224
2011-06-01 01:37:27	7.9625	1306885047
2011-06-01 02:03:09	7.7845	1306886589
2011-06-01 02:33:32	8.2292	1306888412
2011-06-01 02:42:38	8.0788	1306888958
2011-06-01 03:06:36	8.0019	1306890396
2011-06-01 03:39:14	7.875	1306892354
2011-06-01 04:09:38	8.131	1306894178
2011-06-01 04:40:32	8.0446	1306896032
2011-06-01 05:10:55	7.9583	1306897855
2011-06-01 05:41:46	8.1854	1306899706
2011-06-01 06:12:10	8.1048	1306901530
2011-06-01 06:43:02	8.0043	1306903382
2011-06-01 07:13:26	8.2238	1306905206
2011-06-01 07:44:19	8.1049	1306907059
2011-06-01 08:14:42	8.0458	1306908882
2011-06-01 08:45:35	8.2562	1306910735
2011-06-01 09:15:58	8.1625	1306912558
2011-06-01 09:46:50	8.1083	1306914410
2011-06-01 10:17:13	8.3367	1306916233
2011-06-01 10:48:06	8.2146	1306918086
2011-06-01 11:18:29	8.175	1306919909
2011-06-01 11:49:22	8.4208	1306921762
2011-06-01 12:19:45	8.2854	1306923585
2011-06-01 12:50:37	8.2292	1306925437
2011-06-01 13:21:00	8.4576	1306927260
2011-06-01 13:51:53	8.3211	1306929113
2011-06-01 14:22:16	8.2917	1306930936
2011-06-01 14:53:09	8.5021	1306932789
2011-06-01 15:23:33	8.3354	1306934613
2011-06-01 15:54:25	8.2896	1306936465
2011-06-01 16:24:48	8.4758	1306938288
2011-06-01 16:55:41	8.2979	1306940141
2011-06-01 17:26:05	8.2092	1306941965
2011-06-01 17:51:40	8.4849	1306943500
2011-06-01 18:22:04	8.3772	1306945324
2011-06-01 18:52:54	8.2396	1306947174
2011-06-01 19:23:18	8.5	1306948998
2011-06-01 19:54:12	8.4125	1306950852
2011-06-01 20:24:35	8.2782	1306952675
2011-06-01 20:55:28	8.5375	1306954528
2011-06-01 21:25:52	8.4313	1306956352
2011-06-01 21:56:43	8.2542	1306958203
2011-06-01 22:27:06	8.3854	1306960026
2011-06-01 22:57:57	8.3125	1306961877
2011-06-01 23:22:29	8.1062	1306963349
2011-06-01 23:52:53	8.4597	1306965173
2011-06-02 00:23:43	8.3504	1306967023
2011-06-02 00:56:29	8.2021	1306968989
2011-06-02 01:26:53	8.4833	1306970813
2011-06-02 01:57:45	8.4009	1306972665
2011-06-02 02:27:01	8.2333	1306974421
2011-06-02 02:57:24	8.5383	1306976244
2011-06-02 03:28:16	8.4591	1306978096
2011-06-02 03:58:34	8.2646	1306979914
2011-06-02 04:28:57	8.5706	1306981737
2011-06-02 04:59:50	8.5021	1306983590
2011-06-02 05:30:13	8.3083	1306985413
2011-06-02 06:01:05	8.6	1306987265
2011-06-02 06:31:29	8.5188	1306989089
2011-06-02 07:02:20	8.3211	1306990940
2011-06-02 07:32:44	8.5988	1306992764
2011-06-02 08:03:35	8.5333	1306994615
2011-06-02 08:33:59	8.4021	1306996439
2011-06-02 09:04:51	8.625	1306998291
2011-06-02 09:35:14	8.5521	1307000114
2011-06-02 10:06:06	8.4333	1307001966
2011-06-02 10:36:30	8.6452	1307003790
2011-06-02 11:07:23	8.5917	1307005643
2011-06-02 11:37:46	8.4708	1307007466
2011-06-02 12:08:39	8.6687	1307009319
2011-06-02 12:39:03	8.625	1307011143
2011-06-02 13:09:55	8.55	1307012995
2011-06-02 13:40:18	8.7177	1307014818
2011-06-02 14:11:11	8.65	1307016671
2011-06-02 14:41:34	8.6	1307018494
2011-06-02 15:12:27	8.7229	1307020347
2011-06-02 15:42:50	8.6292	1307022170
2011-06-02 16:13:43	8.5563	1307024023
